# 青简基础词库，由 qingjian-dict-convert lexicon 生成。词	音节	词频
# 来源：通用规范汉字表（8105 字）；现代汉语常用词表（liuxilu 校对版）；THUOCL 领域词（MIT，清华大学自然语言处理实验室）；
# 读音：Unihan（Unicode License）+ LLM 标注多音字词；词频：青简自己的语料统计（中文维基 CC BY-SA 4.0、LCCC MIT）。
羰	tang	3
羰基	tang ji	376
羱	yuan	4
羲	xi	386
羸	lei	20
羸弱	lei ruo	48
羹	geng	475
羹匙	geng chi	1
羼	chan	4
羼杂	chan za	3
羽	yu	6910
羽化	yu hua	122
羽坛	yu tan	41
羽扇	yu shan	48
羽扇纶巾	yu shan guan jin	6
羽毛	yu mao	1171
羽毛球	yu mao qiu	10388
羽泉	yu quan	171
羽球	yu qiu	3541
羽生	yu sheng	196
羽生结	yu sheng jie	1
羽生结弦	yu sheng jie xian	203
羽田	yu tian	321
羽纱	yu sha	1
羽绒	yu rong	1111
羽绒服	yu rong fu	7567
羽翼	yu yi	238
羽联	yu lian	1199
羽衣	yu yi	248
羽越	yu yue	252
羿	yi	148
翀	chong	193
翁	weng	5231
翁姑	weng gu	13
翁婿	weng xu	6
翁山	weng shan	74
翁文灏	weng wen hao	64
翁省	weng sheng	9
翁达	weng da	64
翂	fen	10
翃	hong	19
翅	chi	2381
翅子	chi zi	28
翅目	chi mu	306
翅脉	chi mai	50
翅膀	chi bang	2998
翈	xia	3
翊	yi	911
翌	yi	263
翌年	yi nian	2338
翌日	yi ri	2365
翎	ling	706
翎子	ling zi	9
翎毛	ling mao	12
翔	xiang	6110
翔哥	xiang ge	374
翔安	xiang an	183
翔实	xiang shi	25
翕	xi	47
翕动	xi dong	41
翘	qiao	3738
翘企	qiao qi	1
翘尾巴	qiao wei ba	44
翘望	qiao wang	11
翘楚	qiao chu	91
翘班	qiao ban	461
翘盼	qiao pan	3
翘臀	qiao tun	624
翘课	qiao ke	821
翘辫子	qiao bian zi	22
翘首	qiao shou	122
翘首以待	qiao shou yi dai	30
翙	hui	39
翚	hui	30
翛	xiao	9
翟	di	1174
翟	zhai	59
翟天	zhai tian	229
翠	cui	3891
翠克	cui ke	25
翠园	cui yuan	104
翠屏	cui ping	149
翠微	cui wei	51
翠柏	cui bai	13
翠玉	cui yu	40
翠珊	cui shan	70
翠竹	cui zhu	119
翠绿	cui lv	145
翠花	cui hua	351
翠苑	cui yuan	91
翠蓝	cui lan	3
翠鸟	cui niao	82
翡	fei	96
翡翠	fei cui	1978
翡翠城	fei cui cheng	50
翥	zhu	102
翦	jian	65
翩	pian	70
翩然	pian ran	28
翩翩	pian pian	132
翩翩起舞	pian pian qi wu	68
翩跹	pian xian	18
翮	he	33
翯	he	4
翰	han	3064
翰哥	han ge	1062
翰林	han lin	3275
翰锅	han guo	248
翱	ao	76
翱翔	ao xiang	236
翳	yi	102
翷	lin	8
翻	fan	28770
翻个儿	fan ge er	2
翻了	fan le	4051
翻云覆雨	fan yun fu yu	20
翻供	fan gong	35
翻修	fan xiu	500
翻倍	fan bei	453
翻刻	fan ke	12
翻动	fan dong	50
翻印	fan yin	38
翻卷	fan juan	8
翻唱	fan chang	2572
翻地	fan di	56
翻墙	fan qiang	1576
翻天	fan tian	488
翻天覆地	fan tian fu di	31
翻屋	fan wu	18
翻屋企	fan wu qi	299
翻山越岭	fan shan yue ling	203
翻建	fan jian	47
翻弄	fan nong	6
翻录	fan lu	17
翻悔	fan hui	1
翻拍	fan pai	926
翻搅	fan jiao	4
翻改	fan gai	2
翻斗	fan dou	11
翻斗车	fan dou che	4
翻新	fan xin	1627
翻旧账	fan jiu zhang	40
翻晒	fan shai	11
翻本儿	fan ben er	20
翻来覆去	fan lai fu qu	7
翻查	fan cha	124
翻案	fan an	123
翻检	fan jian	2
翻毛	fan mao	20
翻江倒海	fan jiang dao hai	81
翻沉	fan chen	33
翻浆	fan jiang	4
翻涌	fan yong	41
翻滚	fan gun	108
翻版	fan ban	190
翻牌	fan pai	3871
翻番	fan fan	51
翻白眼	fan bai yan	840
翻盖	fan gai	116
翻盘	fan pan	317
翻砂	fan sha	11
翻箱倒柜	fan xiang dao gui	82
翻篇	fan pian	245
翻耕	fan geng	1
翻胃	fan wei	2
翻脸	fan lian	525
翻腾	fan teng	141
翻船	fan chuan	233
翻覆	fan fu	122
翻译	fan yi	12153
翻译软件	fan yi ruan jian	68
翻越	fan yue	199
翻跟头	fan gen tou	53
翻身	fan shen	1456
翻身仗	fan shen zhang	14
翻车	fan che	806
翻转	fan zhuan	445
翻造	fan zao	1
翻阅	fan yue	153
翻页	fan ye	188
翻领	fan ling	44
翻飞	fan fei	19
翻黎	fan li	292
翼	yi	5930
翼城	yi cheng	89
翼展	yi zhan	226
翼龙	yi long	382
翼龙属	yi long shu	231
翾	xuan	16
耀	yao	5320
耀华	yao hua	163
耀斑	yao ban	45
耀武扬威	yao wu yang wei	36
耀目	yao mu	10
耀眼	yao yan	835
老	lao	122460
老一套	lao yi tao	27
老一辈	lao yi bei	429
老丈人	lao zhang ren	161
老东西	lao dong xi	76
老两口	lao liang kou	46
老中青	lao zhong qing	14
老乡	lao xiang	5195
老了	lao le	18445
老于世故	lao yu shi gu	1
老亲	lao qin	20
老人	lao ren	6952
老人家	lao ren jia	3468
老伙计	lao huo ji	79
老伯	lao bo	137
老伴	lao ban	230
老伴儿	lao ban er	87
老例	lao li	33
老兄	lao xiong	274
老先生	lao xian sheng	168
老公	lao gong	24912
老兵	lao bing	446
老农	lao nong	64
老几	lao ji	208
老刘	lao liu	849
老到	lao dao	53
老前辈	lao qian bei	98
老化	lao hua	757
老北京	lao bei jing	370
老区	lao qu	238
老千	lao qian	71
老半天	lao ban tian	163
老友	lao you	1068
老古董	lao gu dong	5
老司机	lao si ji	3908
老君	lao jun	230
老吴	lao wu	424
老命	lao ming	373
老哥	lao ge	3951
老土	lao tu	14
老坛	lao tan	214
老城	lao cheng	495
老境	lao jing	15
老墨	lao mo	555
老外	lao wai	1028
老大	lao da	10477
老大不小	lao da bu xiao	243
老大哥	lao da ge	195
老大妈	lao da ma	4
老大娘	lao da niang	3
老大徒伤悲	lao da tu shang bei	84
老大爷	lao da ye	6
老大难	lao da nan	31
老天爷	lao tian ye	638
老太太	lao tai tai	1318
老太婆	lao tai po	382
老太爷	lao tai ye	24
老夫	lao fu	1097
老夫子	lao fu zi	193
老头	lao tou	1780
老头儿	lao tou er	129
老头子	lao tou zi	352
老套	lao tao	268
老套子	lao tao zi	22
老奚	lao xi	649
老奶奶	lao nai nai	1074
老奸巨猾	lao jian ju hua	6
老好人	lao hao ren	144
老妈	lao ma	3179
老妖	lao yao	253
老妹	lao mei	784
老妹儿	lao mei er	418
老妻	lao qi	311
老姐	lao jie	1822
老姑娘	lao gu niang	37
老娘	lao niang	37
老婆	lao po	22016
老婆婆	lao po po	467
老婆子	lao po zi	79
老婆饼	lao po bing	183
老子	lao zi	10523
老字号	lao zi hao	415
老实	lao shi	5282
老实人	lao shi ren	2560
老实巴交	lao shi ba jiao	22
老家	lao jia	8242
老家伙	lao jia huo	99
老寿星	lao shou xing	12
老将	lao jiang	251
老小	lao xiao	67
老少	lao shao	202
老少咸宜	lao shao xian yi	30
老少边穷	lao shao bian qiong	5
老屋	lao wu	143
老山	lao shan	278
老巢	lao chao	66
老师	lao shi	81389
老师傅	lao shi fu	161
老师的	lao shi de	4383
老师说	lao shi shuo	2213
老干部	lao gan bu	163
老年	lao nian	2534
老年人	lao nian ren	3501
老年斑	lao nian ban	40
老年病	lao nian bing	42
老幼	lao you	61
老庄	lao zhuang	153
老底	lao di	100
老式	lao shi	460
老弟	lao di	1129
老弱残兵	lao ruo can bing	3
老弱病残	lao ruo bing can	100
老当益壮	lao dang yi zhuang	105
老态	lao tai	20
老态龙钟	lao tai long zhong	43
老总	lao zong	412
老戏	lao xi	11
老戏骨	lao xi gu	286
老成	lao cheng	180
老成持重	lao cheng chi zhong	7
老手	lao shou	280
老拳	lao quan	8
老挝	lao wo	2202
老掉牙	lao diao ya	85
老搭档	lao da dang	28
老旦	lao dan	18
老旧	lao jiu	753
老早	lao zao	937
老是	lao shi	8168
老本儿	lao ben er	42
老本行	lao ben hang	11
老朽	lao xiu	70
老来俏	lao lai qiao	20
老板	lao ban	23570
老板娘	lao ban niang	1626
老板桌	lao ban zhuo	1
老树	lao shu	382
老校	lao xiao	74
老校区	lao xiao qu	372
老样子	lao yang zi	678
老框框	lao kuang kuang	1
老死不相往来	lao si bu xiang wang lai	1
老母	lao mu	121
老气	lao qi	348
老气横秋	lao qi heng qiu	70
老汇	lao hui	767
老汉	lao han	651
老江湖	lao jiang hu	6
老汤	lao tang	43
老沙	lao sha	54
老油子	lao you zi	12
老油条	lao you tiao	265
老泪	lao lei	41
老泪纵横	lao lei zong heng	177
老派	lao pai	140
老湿	lao shi	980
老火	lao huo	516
老烟枪	lao yan qiang	54
老熟人	lao shu ren	74
老父	lao fu	30
老爷	lao ye	1056
老爷子	lao ye zi	434
老爷爷	lao ye ye	676
老爷车	lao ye che	63
老爸	lao ba	3545
老爹	lao die	916
老牌	lao pai	275
老牛破车	lao niu po che	13
老狐狸	lao hu li	51
老狼	lao lang	119
老王	lao wang	2172
老生	lao sheng	114
老生常谈	lao sheng chang tan	44
老白干儿	lao bai gan er	16
老百姓	lao bai xing	1501
老皇历	lao huang li	3
老相	lao xiang	78
老相识	lao xiang shi	32
老眼光	lao yan guang	11
老祖宗	lao zu zong	7
老窖	lao jiao	44
老窝	lao wo	53
老粗	lao cu	23
老糊涂	lao hu tu	37
老练	lao lian	120
老羞成怒	lao xiu cheng nu	5
老翁	lao weng	120
老老少少	lao lao shao shao	8
老者	lao zhe	145
老胡	lao hu	718
老脑筋	lao nao jin	15
老脸	lao lian	402
老腰	lao yao	194
老舍	lao she	174
老船长	lao chuan zhang	58
老花眼	lao hua yan	56
老花镜	lao hua jing	98
老茧	lao jian	83
老薛	lao xue	1147
老虎	lao hu	3840
老虎凳	lao hu deng	29
老虎机	lao hu ji	10
老虎灶	lao hu zao	15
老虎钳	lao hu qian	64
老街	lao jie	966
老表	lao biao	515
老衲	lao na	423
老话	lao hua	189
老调	lao diao	8
老调重弹	lao diao chong tan	16
老谋深算	lao mou shen suan	28
老豆腐	lao dou fu	78
老账	lao zhang	2
老贾	lao jia	201
老资格	lao zi ge	22
老赵	lao zhao	410
老路	lao lu	101
老辈	lao bei	24
老辣	lao la	18
老迈	lao mai	75
老远	lao yuan	371
老道	lao dao	235
老酒	lao jiu	147
老铁	lao tie	7235
老铁们	lao tie men	303
老阿姨	lao a yi	2097
老面孔	lao mian kong	18
老革命	lao ge ming	14
老顽固	lao wan gu	32
老马识途	lao ma shi tu	4
老骥伏枥	lao ji fu li	40
老骨头	lao gu tou	1
老魏	lao wei	202
老鸨	lao bao	32
老鸭	lao ya	425
老鸹	lao gua	5
老鹰	lao ying	777
老黄牛	lao huang niu	12
老黄瓜	lao huang gua	73
老鼠	lao shu	5248
老龄	lao ling	93
老龄化	lao ling hua	138
考	kao	66673
考上	kao shang	3480
考专	kao zhuan	11
考中	kao zhong	819
考了	kao le	5095
考入	kao ru	2545
考分	kao fen	20
考功	kao gong	208
考勤	kao qin	154
考区	kao qu	23
考卷	kao juan	171
考取	kao qu	760
考古	kao gu	4278
考场	kao chang	1806
考妣	kao bi	2
考学	kao xue	63
考完	kao wan	11517
考完了	kao wan le	3040
考完研	kao wan yan	311
考完试	kao wan shi	3211
考官	kao guan	1039
考察	kao cha	3678
考必	kao bi	6
考必过	kao bi guo	23
考据	kao ju	125
考期	kao qi	19
考查	kao cha	167
考核	kao he	811
考点	kao dian	259
考生	kao sheng	1658
考研	kao yan	10265
考研狗	kao yan gou	272
考究	kao jiu	167
考级	kao ji	133
考绩	kao ji	87
考虑	kao lv	29845
考订	kao ding	36
考证	kao zheng	1408
考评	kao ping	138
考试	kao shi	38518
考试了	kao shi le	3475
考释	kao shi	54
考量	kao liang	1162
考问	kao wen	56
考题	kao ti	46
考风	kao feng	35
考验	kao yan	2672
耄	mao	50
者	zhe	138285
者们	zhe men	1223
者斗	zhe dou	516
者斗恶	zhe dou e	516
者斗恶龙	zhe dou e long	515
者皆	zhe jie	402
者谓	zhe wei	448
耆	qi	862
耆宿	qi su	18
耆老	qi lao	174
耇	gou	2
耋	die	36
而	er	271833
而不是	er bu shi	8388
而且	er qie	65853
而且我	er qie wo	6003
而亡	er wang	463
而今	er jin	122
而况	er kuang	4
而后	er hou	1930
而外	er wai	240
而已	er yi	40226
而异	er yi	356
而成	er cheng	6786
而捧	er peng	225
而是	er shi	14527
而泣	er qi	325
而立	er li	238
而立之年	er li zhi nian	58
而终	er zhong	324
而言	er yan	5455
而该	er gai	896
而该地	er gai di	17904
而遭	er zao	558
而非	er fei	4095
耍	shua	26677
耍了	shua le	2035
耍人	shua ren	7
耍嘴皮子	shua zui pi zi	55
耍奸	shua jian	7
耍威风	shua wei feng	6
耍帅	shua shuai	269
耍弄	shua nong	14
耍心眼儿	shua xin yan er	1
耍态度	shua tai du	1
耍手段	shua shou duan	18
耍手艺	shua shou yi	7
耍把戏	shua ba xi	12
耍撒	shua sa	266
耍无赖	shua wu lai	56
耍流氓	shua liu mang	7
耍滑	shua hua	4
耍滑头	shua hua tou	3
耍猴儿	shua hou er	2
耍笑	shua xiao	29
耍笔杆	shua bi gan	1
耍脾气	shua pi qi	59
耍花招	shua hua zhao	8
耍花样	shua hua yang	7
耍贫嘴	shua pin zui	6
耍赖	shua lai	479
耍钱	shua qian	2
耏	nai	9
耐	nai	4074
耐久	nai jiu	235
耐人寻味	nai ren xun wei	137
耐克	nai ke	90
耐力	nai li	685
耐劳	nai lao	7
耐受	nai shou	301
耐受性	nai shou xing	61
耐寒	nai han	185
耐心	nai xin	4792
耐性	nai xing	75
耐无	nai wu	239
耐旱	nai han	37
耐晒	nai shai	9
耐火	nai huo	60
耐火砖	nai huo zhuan	15
耐烦	nai fan	527
耐热	nai re	127
耐用	nai yong	633
耐看	nai kan	681
耐磨	nai mo	163
耐穿	nai chuan	41
耐药性	nai yao xing	97
耐饥	nai ji	5
耑	duan	3
耑	zhuan	1
耒	lei	119
耔	zi	8
耕	geng	1286
耕作	geng zuo	415
耕地	geng di	559
耕牛	geng niu	35
耕田	geng tian	157
耕畜	geng chu	7
耕种	geng zhong	282
耕织	geng zhi	11
耕耘	geng yun	204
耖	chao	8
耗	hao	1464
耗儿鱼	hao er yu	50
耗子	hao zi	788
耗子药	hao zi yao	27
耗尽	hao jin	669
耗损	hao sun	71
耗散	hao san	79
耗时	hao shi	543
耗材	hao cai	35
耗油	hao you	107
耗用	hao yong	40
耗电	hao dian	809
耗着	hao zhe	305
耗神	hao shen	16
耗竭	hao jie	13
耗能	hao neng	65
耗费	hao fei	612
耗资	hao zi	736
耘	yun	147
耙	ba	394
耙	pa	20
耙地	ba di	3
耙子	pa zi	37
耜	si	41
耠	huo	10
耢	lao	5
耤	ji	7
耥	tang	10
耦	ou	40
耦合	ou he	514
耦合器	ou he qi	152
耧	lou	72
耨	nou	68
耩	jiang	10
耪	pang	2
耰	you	3
耱	mo	2
耳	er	6663
耳光	er guang	540
耳其	er qi	8
耳刮子	er gua zi	56
耳坠	er zhui	251
耳坠子	er zhui zi	12
耳垂	er chui	28
耳垢	er gou	16
耳塞	er sai	792
耳夹	er jia	589
耳子	er zi	6
耳孔	er kong	18
耳尖	er jian	5
耳屎	er shi	9
耳廓	er kuo	33
耳房	er fang	97
耳报神	er bao shen	2
耳提面命	er ti mian ming	5
耳旁风	er pang feng	2
耳曼	er man	1566
耳朵	er duo	7957
耳朵眼儿	er duo yan er	14
耳机	er ji	6014
耳根	er gen	131
耳洞	er dong	1145
耳濡目染	er ru mu ran	136
耳热	er re	5
耳熟	er shu	396
耳熟能详	er shu neng xiang	133
耳环	er huan	2092
耳生	er sheng	5
耳目	er mu	114
耳目一新	er mu yi xin	143
耳福	er fu	26
耳聋	er long	50
耳聪目明	er cong mu ming	9
耳背	er bei	46
耳膜	er mo	103
耳草	er cao	155
耳草科	er cao ke	510
耳蕨	er jue	578
耳语	er yu	54
耳轮	er lun	1
耳软心活	er ruan xin huo	2
耳边	er bian	525
耳边风	er bian feng	19
耳针	er zhen	7
耳钉	er ding	1292
耳门	er men	109
耳闻	er wen	159
耳闻目睹	er wen mu du	7
耳际	er ji	4
耳音	er yin	3
耳顺	er shun	9
耳饰	er shi	123
耳鬓厮磨	er bin si mo	4
耳鸣	er ming	31
耳鼓	er gu	3
耳鼻	er bi	213
耵	ding	5
耶	ye	32955
耶勒	ye le	259
耶区	ye qu	434
耶和华	ye he hua	192
耶夫	ye fu	2355
耶尔	ye er	1640
耶律	ye lv	1612
耶湖	ye hu	395
耶稣	ye su	2335
耶稣教	ye su jiao	12
耶维	ye wei	6
耶维奇	ye wei qi	1351
耶讷	ye ne	259
耶讷省	ye ne sheng	2286
耶路	ye lu	8
耶路撒	ye lu sa	1317
耶路撒冷	ye lu sa leng	1317
耶鲁	ye lu	970
耷	da	10
耷拉	da la	128
耸	song	173
耸人听闻	song ren ting wen	36
耸动	song dong	11
耸立	song li	84
耸肩	song jian	56
耸身	song shen	1
耻	chi	379
耻于	chi yu	23
耻笑	chi xiao	83
耻辱	chi ru	630
耻骨	chi gu	124
耽	dan	256
耽搁	dan ge	297
耽美	dan mei	581
耽误	dan wu	3004
耿	geng	1786
耿介	geng jie	27
耿直	geng zhi	1036
耿耿	geng geng	97
耿耿于怀	geng geng yu huai	327
聂	nie	1720
聂伯	nie bo	5
聂耳	nie er	74
聂荣臻	nie rong zhen	177
聃	dan	42
聆	ling	96
聆听	ling ting	750
聆讯	ling xun	305
聊	liao	33589
聊了	liao le	2212
聊以	liao yi	37
聊以自慰	liao yi zi wei	1
聊城	liao cheng	469
聊城市	liao cheng shi	63
聊天	liao tian	19614
聊天室	liao tian shi	208
聊斋	liao zhai	239
聊胜于无	liao sheng yu wu	46
聊表	liao biao	28
聋	long	641
聋人	long ren	318
聋哑	long ya	57
聋哑人	long ya ren	36
聋子	long zi	113
职	zhi	12328
职业	zhi ye	20137
职业化	zhi ye hua	139
职业发展	zhi ye fa zhan	53
职业大学	zhi ye da xue	49
职业安全	zhi ye an quan	59
职业生涯	zhi ye sheng ya	2710
职业病	zhi ye bing	51
职业素养	zhi ye su yang	131
职业装	zhi ye zhuang	116
职业规划	zhi ye gui hua	101
职业高中	zhi ye gao zhong	262
职代会	zhi dai hui	8
职位	zhi wei	4487
职务	zhi wu	8631
职务工资	zhi wu gong zi	1
职司	zhi si	26
职员	zhi yuan	4197
职场	zhi chang	1117
职大	zhi da	6
职守	zhi shou	83
职官	zhi guan	399
职工	zhi gong	2137
职工代表大会	zhi gong dai biao da hui	14
职投	zhi tou	1
职投手	zhi tou shou	223
职掌	zhi zhang	70
职教	zhi jiao	59
职方	zhi fang	336
职权	zhi quan	835
职校	zhi xiao	92
职棒	zhi bang	5985
职称	zhi cheng	568
职能	zhi neng	1430
职衔	zhi xian	113
职责	zhi ze	2411
职高	zhi gao	102
聍	ning	4
聒	guo	10
聒噪	guo zao	137
聒耳	guo er	6
联	lian	12534
联产	lian chan	27
联体	lian ti	23
联保	lian bao	36
联共	lian gong	494
联军	lian jun	2062
联办	lian ban	716
联动	lian dong	503
联勤	lian qin	424
联升	lian sheng	50
联华	lian hua	191
联合	lian he	27897
联合体	lian he ti	217
联合国	lian he guo	6993
联合战线	lian he zhan xian	16
联合收割机	lian he shou ge ji	14
联合政府	lian he zheng fu	647
联同	lian tong	996
联名	lian ming	706
联名卡	lian ming ka	58
联唱	lian chang	5
联奏	lian zou	5
联姻	lian yin	389
联展	lian zhan	169
联席	lian xi	202
联席会议	lian xi hui yi	405
联想	lian xiang	2079
联手	lian shou	1394
联捷	lian jie	567
联播	lian bo	1467
联星	lian xing	315
联机	lian ji	409
联检	lian jian	34
联欢	lian huan	539
联欢会	lian huan hui	92
联电	lian dian	56
联盛	lian sheng	72
联盟	lian meng	30548
联社	lian she	139
联系	lian xi	30275
联系人	lian xi ren	286
联系你	lian xi ni	2057
联系我	lian xi wo	3380
联系方式	lian xi fang shi	2626
联结	lian jie	217
联络	lian luo	4843
联络员	lian luo yuan	91
联网	lian wang	556
联署	lian shu	715
联翩	lian pian	6
联考	lian kao	518
联苯	lian ben	88
联营	lian ying	352
联袂	lian mei	82
联装	lian zhuang	328
联谊	lian yi	278
联谊会	lian yi hui	702
联赛	lian sai	23432
联车	lian che	2
联运	lian yun	191
联通	lian tong	2202
联邦	lian bang	17837
联销	lian xiao	4
联队	lian dui	1705
联防	lian fang	237
聘	pin	1339
聘为	pin wei	601
聘书	pin shu	72
聘任	pin ren	284
聘任制	pin ren zhi	15
聘用	pin yong	482
聘用制	pin yong zhi	1
聘礼	pin li	183
聘请	pin qing	1614
聘金	pin jin	37
聘问	pin wen	27
聚	ju	19401
聚乙烯	ju yi xi	98
聚令	ju ling	11
聚众	ju zhong	352
聚会	ju hui	6913
聚光	ju guang	127
聚光灯	ju guang deng	159
聚合	ju he	481
聚合物	ju he wu	1073
聚合酶	ju he mei	106
聚宝盆	ju bao pen	47
聚居	ju ju	2288
聚拢	ju long	94
聚敛	ju lian	47
聚散	ju san	173
聚歼	ju jian	7
聚氯乙烯	ju lv yi xi	147
聚沙成塔	ju sha cheng ta	5
聚焦	ju jiao	982
聚积	ju ji	21
聚精会神	ju jing hui shen	42
聚糖	ju tang	116
聚落	ju luo	4703
聚讼纷纭	ju song fen yun	7
聚谈	ju tan	6
聚赌	ju du	35
聚酯	ju zhi	108
聚集	ju ji	3745
聚餐	ju can	2058
聚首	ju shou	131
聚齐	ju qi	137
聚龙	ju long	50
聩	kui	18
聪	cong	4238
聪哥	cong ge	502
聪慧	cong hui	1017
聪敏	cong min	129
聪明	cong ming	15926
聪明伶俐	cong ming ling li	164
聪明才智	cong ming cai zhi	98
聪明的	cong ming de	2258
聪颖	cong ying	168
聱	ao	3
聿	yu	211
肃	su	1323
肃反	su fan	134
肃宁	su ning	61
肃宗	su zong	222
肃杀	su sha	18
肃毒	su du	4
肃清	su qing	395
肃然	su ran	38
肃然起敬	su ran qi jing	68
肃穆	su mu	66
肃立	su li	18
肃静	su jing	26
肄	yi	27
肄业	yi ye	429
肆	si	483
肆意	si yi	427
肆无忌惮	si wu ji dan	586
肆虐	si nve	408
肆行	si xing	10
肇	zhao	1720
肇事	zhao shi	548
肇始	zhao shi	147
肇庆	zhao qing	955
肇庆市	zhao qing shi	241
肇祸	zhao huo	6
肉	rou	54979
肉丁	rou ding	72
肉丝	rou si	417
肉中刺	rou zhong ci	3
肉串	rou chuan	291
肉丸	rou wan	345
肉乎乎	rou hu hu	87
肉体	rou ti	1684
肉刑	rou xing	12
肉制品	rou zhi pin	87
肉卷	rou juan	67
肉味	rou wei	83
肉嘟	rou du	1
肉嘟嘟	rou du du	513
肉头	rou tou	7
肉夹馍	rou jia mo	1590
肉孜节	rou zi jie	7
肉感	rou gan	292
肉搏	rou bo	137
肉末	rou mo	190
肉末儿	rou mo er	8
肉松	rou song	916
肉桂	rou gui	147
肉案	rou an	11
肉欲	rou yu	40
肉汁	rou zhi	82
肉汤	rou tang	140
肉泥	rou ni	64
肉片儿	rou pian er	1
肉牛	rou niu	29
肉猪	rou zhu	21
肉疼	rou teng	288
肉瘤	rou liu	64
肉眼	rou yan	664
肉票	rou piao	32
肉禽	rou qin	2
肉类	rou lei	729
肉粽	rou zong	613
肉红	rou hong	5
肉脯	rou fu	214
肉脯	rou pu	26
肉色	rou se	309
肉芽肿	rou ya zhong	75
肉蟹	rou xie	10
肉蟹煲	rou xie bao	342
肉豆蔻	rou dou kou	52
肉质	rou zhi	333
肉身	rou shen	260
肉酱	rou jiang	185
肉铺	rou pu	697
肉食	rou shi	3920
肉饼	rou bing	385
肉馅	rou xian	415
肉馅儿	rou xian er	44
肉鸡	rou ji	12
肉鸽	rou ge	9
肉麻	rou ma	1199
肋	le	40
肋	lei	800
肋排	lei pai	62
肋条	lei tiao	92
肋膜炎	lei mo yan	15
肋骨	lei gu	319
肌	ji	1844
肌体	ji ti	13
肌理	ji li	48
肌肉	ji rou	6608
肌肉注射	ji rou zhu she	60
肌肉萎缩	ji rou wei suo	51
肌肤	ji fu	741
肌腱	ji jian	227
肓	huang	16
肖	xiao	4482
肖像	xiao xiang	951
肖像权	xiao xiang quan	30
肖像画	xiao xiang hua	326
肖劲光	xiao jin guang	50
肖尼	xiao ni	207
肖恩	xiao en	527
肖战	xiao zhan	347
肖普	xiao pu	42
肖普朗	xiao pu lang	370
肖蒙	xiao meng	223
肖邦	xiao bang	208
肘	zhou	824
肘关节	zhou guan jie	47
肘子	zhou zi	447
肘窝	zhou wo	2
肘腋	zhou ye	1
肘腋之患	zhou ye zhi huan	1
肚	du	2921
肚兜	du dou	181
肚子	du zi	20784
肚带	du dai	2
肚明	du ming	1
肚皮	du pi	1073
肚脐	du qi	687
肚脐眼儿	du qi yan er	54
肚腩	du nan	680
肚里	du li	259
肚量	du liang	70
肛	gang	181
肛门	gang men	227
肝	gan	3609
肝功能	gan gong neng	27
肝气	gan qi	5
肝火	gan huo	38
肝炎	gan yan	244
肝病	gan bing	113
肝癌	gan ai	301
肝硬化	gan ying hua	101
肝素	gan su	67
肝细胞	gan xi bao	66
肝细胞癌	gan xi bao ai	96
肝肠寸断	gan chang cun duan	44
