# 由 qingjian-gloss-gen 生成（LLM）。词	[词性. ]译词|假名	[词性. ]译词|假名
㑇	n. 㑇
等距离	n. 等距離|とうきょり
等身	adj. 等身|とうしん
等车	v. バスを待つ|バスをまつ
等边浅蛤	n. 等辺浅蛤|とうへんあさり
等过	v. 待ったことがある|まったことがある
等通知	v. 通知を待つ|つうちをまつ
等速	adj. 等速|とうそく
等速运动	n. 等速運動|とうそくうんどう
等都	phr. など|など
等量	n. 等量|とうりょう
等量齐观	phr. 同一視する|どういつしする
等钳蠊螨	n. 等鉗蠊螨|とうかんれんまん
等长收缩	n. 等尺性収縮|とうしゃくせいしゅうしゅく
等长编码	n. 等長符号|とうちょうふごう
等闲	adj. 普通の|ふつうの
等闲之辈	phr. 並みの人間|なみのにんげん
等闲变却故人心	phr. 気軽に心変わりする|きがるにこころがわりする
等闲平地起波澜	phr. 思いがけない波乱|おもいがけないはらん
等闲惊破纱窗梦	phr. 等閑に紗窓の夢を破る|とうしゃんにさそうのゆめをやぶる
等闲视之	phr. 等閑視する|とうかんしする
等闲识得东风面	phr. 等閑に東風の面を識る|とうかんにひがしのかぜのおもてをしる
等闲飞上别枝花	phr. 等閑に飛びて別れの枝の花|とうしゃんにとびてわかれのえだのはな
等额	n. 等額|とうがく
等驾坡	n. 等駕坡|とうかは
等齿小吻盲虫	n. 等歯小吻盲虫|とうししょうふんもうちゅう
筋	n. 筋|すじ
筋斗	n. とんぼ返り|とんぼがえり
筋疲力尽	phr. 疲れ果てる|つかれはてる
筋疲力竭	phr. 疲れ果てる|つかれはてる
筋络	n. 筋絡|きんらく
筋缩	n. 筋縮|きんしゅく
筋脉	n. 筋脈|きんみゃく
筋膜	n. 筋膜|きんまく
筋膜炎	n. 筋膜炎|きんまくえん
筋膜皮瓣	n. 筋膜皮弁|きんまくひべん
筋道	adj. コシがある|こしがある
筋骨	n. 筋骨|きんこつ
筋骨疼痛	phr. 筋肉痛|きんにくつう
筋骨草	n. キンコソウ|きんこそう
筌	n. 魚籠|びく
筏	n. いかだ|いかだ
筏子	n. いかだ|いかだ
筐	n. かご|かご
筐子	n. かご|かご
筑	v. 築く|きずく
筑信	n. 筑信|ちくしん
筑城	v. 城を築く|しろをきずく
筑堤	v. 堤防を築く|ていぼうをきずく
筑巢引凤	phr. 鳳凰を招く|ほうおうをまねく
筑底	v. 底を打つ|そこをうつ
筑摩	n. 筑摩|ちくま
筑波	n. 筑波|つくば
筑路	v. 道路を建設する|どうろをけんせつする
筒	n. 筒|つつ
筒井康隆	n. 筒井康隆|つついやすたか
筒子	n. 筒|つつ
筒子楼	n. 筒状アパート|とうじょうアパート
筒子鸡	n. 筒子鶏|とうしどり
筒杞龟甲	n. 筒杞亀甲|とうききっこう
筒瓦	n. 筒瓦|つつがわら
筒线虫病	n. ゴンギロネーマ症|ゴンギロネーマしょう
筒裙	n. 筒スカート|つつスカート
筒裤	n. ストレートパンツ|ストレートパンツ
筒轴茅	n. 茅|かや
答	v. 答える|こたえる
答允	v. 承諾する|しょうだくする
答卷	n. 解答用紙|かいとうようし
答复	v. 答える|こたえる
答姚怤见寄	phr. 姚怤に答う|ようふにこたう
答对	v. 正解する|せいかいする
答对了	phr. 正解|せいかい
答应	v. 承諾する|しょうだくする
答应了	v. 承諾した|しょうだくした
答应你	phr. 約束する|やくそくする
答应我	v. 約束して|やくそくして
答数	n. 答え|こたえ
答案	n. 答え|こたえ
答案是	phr. 答えは|こたえは
答疑	v. 質問に答える|しつもんにこたえる
答白刑部闻新蝉	phr. 白刑部に答えて新蝉を聞く|はくけいぶにこたえてしんせんをきく
答礼	n. 答礼|とうれい
答腊	n. ダーラ|だーら
答言	v. 答える|こたえる
答词	n. 答辞|とうじ
答话	v. 答える|こたえる
答谢	v. 感謝する|かんしゃする
答谢中书书	phr. 謝中書に答う|しゃちゅうしょにこたう
答辩	n. 答弁|とうべん
答辩了	v. 答弁した|とうべんした
答辩会	n. 答弁会|とうべんかい
答辩完	v. 答弁が終わる|とうべんがおわる
答辩完了	phr. 答弁終了|とうべんしゅうりょう
答错	v. 間違える|まちがえる
答问	n. 問答|もんどう
答非所问	phr. 質問に答えていない|しつもんにこたえていない
答题	v. 解答する|かいとうする
策	n. 策|さく
策之不以其道	phr. 之を策するに其の道を以てせず|これをさくするにそのみちをもってせず
策划	v. 企画する|きかくする
策动	v. 扇動する|せんどうする
策励	v. 励ます|はげます
策勒	n. チェル|チェル
策反	v. 寝返りを促す|ねがえりをうながす
策尔	n. ツェル|ツェル
策展	v. キュレーションする|きゅれーしょんする
策应	v. 策応する|さくおうする
策扶老以流憩	phr. 杖に頼りて流憩す|つえにたよりてりゅうけいす
策杖归去来	phr. 杖を携えて帰り来る|つえをたずさえてかえりくる
策源地	n. 発源地|はつげんち
策画	v. 計画する|けいかくする
策略	n. 策略|さくりゃく
策略模式	n. ストラテジーパターン|ストラテジーパターン
策略研究	phr. 戦略研究|せんりゃくけんきゅう
策略设计模式	n. ストラテジーパターン|ストラテジーパターン
策略路由	n. ポリシールーティング|ポリシールーティング
策达雅乡	n. 策達雅郷|さくたつがきょう
策问	n. 策問|さくもん
策马	v. 馬を駆る|うまをかる
策骑	v. 乗馬する|じょうばする
筘	n. 筬|おさ
筚	n. 竹の垣根|たけのかきね
筚路蓝缕	phr. 艱難辛苦を乗り越える|かんなんしんくをのりこえる
筛	v. 篩う|ふるう
筛分	v. 篩い分ける|ふるいわける
筛子	n. 篩|ふるい
筛孔	n. ふるい目|ふるいめ
筛月亭	n. 篩月亭|しげつてい
筛板	n. 篩板|しばん
筛查	v. スクリーニングする|スクリーニングする
筛检	v. スクリーニングする|スクリーニングする
筛毛盆步甲	n. 篩毛盆歩甲|しもうぼんほこう
筛法求素数	n. 篩法|ふるいほう
筛窦	n. 篩骨洞|しこつどう
筛窦炎	n. 篩骨洞炎|しこつどうえん
筛管	n. 篩管|しかん
筛糠	v. 糠を篩う|ぬかをふるう
筛素数	v. 素数を篩う|そすうをふるう
筛选	v. 選別する|せんべつする
筛选器	n. フィルター|フィルター
筛选法	n. 篩い分け法|ふるいわけほう
筛选法求素数	phr. 篩法で素数を求める|ふるいほうでそすうをもとめる
筛骨	n. 篩骨|しこつ
筜	n. 竹|たけ
筝	n. 筝|そう
筠	n. 竹の皮|たけのかわ
筠焙熟香茶	phr. 筠焙に熟香茶|いんばいにじゅくこうちゃ
筠连	n. 筠連|いんれん
筢	n. 熊手|くまで
筤	n. 筍|たけのこ
筥	n. 筥|はこ
筦	n. 筦|かん
筮	n. 筮|めどぎ
筱	n. 篠|しの
筱原凉子	n. 篠原涼子|しのはらりょうこ
筱崎爱	n. 篠崎愛|しのざきあい
筱筱火勺	n. 筱筱火勺|しょうしょうかしゃく
筲	n. 筲|しょう
筲箕	n. ざる|ざる
筲箕涂	n. 筲箕塗|しょうきと
筵	n. 筵|むしろ
筵宴	n. 宴席|えんせき
筵席	n. 宴席|えんせき
筶	n. 筶|こう
筷	n. 箸|はし
筷子	n. 箸|はし
筷子路	n. 箸通り|はしどおり
筹	v. 籌する|ちょうする
筹借	v. 借り集める|かりあつめる
筹划	v. 計画する|けいかくする
筹办	v. 準備する|じゅんびする
筹募	v. 募る|つのる
筹商	v. 籌商する|ちゅうしょうする
筹备	v. 準備する|じゅんびする
筹备处	n. 準備事務所|じゅんびじむしょ
筹委会	n. 準備委員会|じゅんびいいんかい
筹建	v. 準備する|じゅんびする
筹得	v. 調達する|ちょうたつする
筹措	v. 調達する|ちょうたつする
筹款	v. 資金を集める|しきんをあつめる
筹码	n. チップ|チップ	n. 駒|こま
筹算	n. 籌算|ちゅうさん
筹组	v. 組織する|そしきする
筹谋	v. 計画する|けいかくする
筹资	v. 資金を調達する|しきんをちょうたつする
筹集	v. 調達する|ちょうたつする
筻	n. 筻|かく
筼	n. 筼|うん
筼筜	n. 竹|たけ
筼筜湖	n. 筼筜湖|うんとうこ
签	n. サイン|サイン
签下	v. サインする|サインする
签下了	v. サインした|さいんした
签个名	v. サインする|サインする
签了	v. サインした|さいんした
签到	v. チェックインする|チェックインする
签到簿	n. 出席簿|しゅっせきぼ
签单	v. サインする|サインする
签卡	v. タイムカードを押す|たいむかーどをおす
签发	v. 発行する|はっこうする	v. 署名する|しょめいする
签发者无效	phr. 発行者無効|はっこうしゃむこう
签合同	v. 契約を結ぶ|けいやくをむすぶ
签名	v. 署名する|しょめいする
签名打包	v. 署名してパッケージする|しょめいしてパッケージする
签名文件	n. 署名ファイル|しょめいファイル
签名模式	n. 署名モード|しょめいモード
签名版	n. サイン版|サインばん
签名算法	n. 署名アルゴリズム|しょめいあるごりずむ
签名证书	n. 署名証明書|しょめいしょうめいしょ
签名错误	n. 署名エラー|しょめいエラー
签名验证	n. 署名検証|しょめいけんしょう
签售	v. サイン会|さいんかい
签售会	n. サイン会|サインかい
签子	n. 串|くし
签字	v. 署名する|しょめいする
签字笔	n. サインペン|さいんぺん
签押	v. 署名する|しょめいする
签收	v. 受け取る|うけとる
签注	n. 査証|さしょう
签的	v. 署名した|しょめいした
签章	n. 署名|しょめい
签筒	n. 籤筒|せんとう
签约	v. 契約する|けいやくする
签署	v. 署名する|しょめいする
签署了	v. 署名した|しょめいした
签订	v. 締結する|ていけつする
签订了	v. 調印した|ちょういんした
签订日期	n. 調印日|ちょういんび
签证	n. ビザ|ビザ
简	adj. 簡単な|かんたんな
简丝帽水母	n. 簡糸帽水母|かんしぼうすいぼ
简书	n. 竹簡|ちっかん
简介	n. 紹介|しょうかい	n. 概要|がいよう
简体	n. 簡体字|かんたいじ
简体中文	n. 簡体字中国語|かんたいじちゅうごくご
简体中文版	n. 簡体字中国語版|かんたいじちゅうごくごばん
简体字	n. 簡体字|かんたいじ
简便	adj. 簡便な|かんべんな
简写	v. 略す|りゃくす
简况	n. 概況|がいきょう
简勇	n. 簡勇|かんゆう
简化	v. 簡略化する|かんりゃくかする
简化字	n. 簡体字|かんたいじ
简华村	n. 簡華村|かんかそん
简单	adj. 簡単|かんたん
简单使用	phr. 簡単な使用|かんたんなしよう
简单几何	n. 初等幾何|しょとうきか
简单劳动	n. 単純労働|たんじゅんろうどう
简单化	v. 単純化する|たんじゅんかする
简单博弈	n. 単純ゲーム|たんじゅんゲーム
简单反应时	n. 単純反応時間|たんじゅんはんのうじかん
简单地	adv. 簡単に|かんたんに
简单基础	n. 簡単な基礎|かんたんなきそ
简单多边形	n. 単純多角形|たんじゅんたかくけい
简单实例	n. 簡単な例|かんたんなれい
简单实现	n. 簡単な実装|かんたんなじっそう
简单工厂	n. シンプルファクトリ|シンプルファクトリ
简单工厂模式	n. 単純ファクトリパターン|たんじゅんファクトリパターン
简单思维	n. 単純思考|たんじゅんしこう
简单排序	n. 単純ソート|たんじゅんそーと
简单搜索	n. 簡易検索|かんいけんさく
简单数据结构	n. 単純データ構造|たんじゅんデータこうぞう
简单数论	n. 初等整数論|しょとうせいすうろん
简单权益法	n. 簡便持分法|かんべんじぶんほう
简单枚举	n. 単純列挙|たんじゅんれっきょ
简单模拟	n. 単純シミュレーション|たんじゅんしみゅれーしょん
简单深搜	n. 単純深さ優先探索|たんじゅんふかさゆうせんたんさく
简单点	phr. 簡単に|かんたんに
简单的	adj. 簡単な|かんたんな
简单程序	n. 簡単なプログラム|かんたんなプログラム
简单算法	n. 簡単なアルゴリズム|かんたんなアルゴリズム
简单编程	n. 簡単なプログラミング|かんたんなぷろぐらみんぐ
简单网	n. 単純ネットワーク|たんじゅんネットワーク
简单计算	n. 簡単な計算|かんたんなけいさん
简单计算器	n. 簡易電卓|かんいでんたく
简单选择排序	n. 単純選択ソート|たんじゅんせんたくソート
简单链表	n. 単純連結リスト|たんじゅんれんけつりすと
