# 由 qingjian-gloss-gen 生成（LLM）。词	[词性. ]译词	[词性. ]译词
㕮	v. chew
阿托伐他汀钙片	n. atorvastatin calcium tablet
阿托品	n. atropine
阿托品眼膏	n. atropine eye ointment
阿拉	pron. I
阿拉伯	n. Arab
阿拉伯人	n. Arab
阿拉伯刺盖鱼	n. Arabian angelfish
阿拉伯咖啡	n. Arabic coffee
阿拉伯啄木鸟	n. Arabian woodpecker
阿拉伯数字	n. Arabic numerals
阿拉伯盖棘鱼	n. Arabian spiny fish
阿拉伯糖	n. arabinose
阿拉伯胶	n. gum arabic
阿拉伯语	n. Arabic
阿拉伯鱼医生	n. Arabian doctorfish
阿拉善	n. Alxa
阿拉善强中兽	n. Alxa mesonychid
阿拉善村	n. Alashan Village
阿拉塔	n. Alata
阿拉尔市	n. Aral City
阿拉尔市区	n. Aral urban area
阿拉山口	n. Alashankou
阿拉巴	n. Alaba
阿拉巴马	n. Alabama
阿拉斯	n. Alas
阿拉斯加	n. Alaska
阿拉斯加刺狮子鱼	n. Alaska spiny lumpsucker
阿拉斯加刺鱼	n. Alaska stickleback
阿拉斯加四钩虫	n. Alaska four-hook worm
阿拉斯加州	n. Alaska
阿拉斯加深海鱼油	n. Alaska deep-sea fish oil
阿拉斯加王小猎犬	n. Alaskan king dog
阿拉斯加短吻狮子	n. Alaska short-snouted lion
阿拉斯加长孔绵鳚	n. Alaska eelpout
阿拉明	n. Aramine
阿拉木图	n. Almaty
阿拉格尔乡	n. Alagel Township
阿拉沟乡	n. Alagou Township
阿拉法特	n. Arafat
阿拉瓜亚河兵鲶	n. Araguaia corydoras
阿拉腾朝克苏木	n. Alateng Chaoke Sumu
阿拉莫泥龟	n. Alamo mud turtle
阿拉贡	n. Aragon
阿拓莫兰	n. glutathione
阿拔	n. Abbas
阿提卡之夜	n. Attic Nights
阿文绶贝	n. Mauritia arabica
阿斗	n. hopeless person
阿斯利康	n. AstraZeneca
阿斯塔那	n. Astana
阿斯巴甜	n. aspartame
阿斯特	n. Astor
阿斯顿马丁	n. Aston Martin
阿日希乡	n. Arixi Township
阿日扎	n. Ariza
阿日扎乡	n. Ariza Township
阿旺	n. Awang
阿昌族	n. Achang people
阿昔洛韦	n. acyclovir
阿昔洛韦乳膏	n. acyclovir cream
阿昔洛韦滴眼液	n. acyclovir eye drops
阿昔洛韦片	n. acyclovir tablet
阿昔洛韦眼膏	n. acyclovir eye ointment
阿昔洛韦软膏	n. Acyclovir ointment
阿昔莫司	n. acipimox
阿普唑仑	n. alprazolam
阿普唑仑片	n. alprazolam tablets
阿普路瓜兵鲶	n. Apluqua corydoras
阿曲库铵	n. Atracurium
阿曼	n. Oman
阿曼尼莎汗	n. Amanishakheto
阿曼湾宫廷芋螺	n. Gulf of Oman cone
阿曼湾小眼宝螺	n. Gulf of Oman cowrie
阿曼达	n. Amanda
阿替普酶	n. alteplase
阿替洛尔	n. atenolol
阿月乡	n. Ayue Township
阿朗乡	n. Alang Township
阿木	n. Amu
阿木乡	n. Amu Township
阿木去乎镇	n. Amuquhu town
阿木塔	n. Amuta
阿末	n. Amo
阿朵	n. A Duo
阿杜	n. A-Do
阿来	n. Alai
阿松	n. A Song
阿柔乡	n. Arou Township
阿柔比星	n. aclarubicin
阿根	n. Argentina
阿根廷	n. Argentina
阿根廷古袋兽	n. Argyrolagus
阿根廷小霸鹟	n. Argentine Tyrannulet
阿根廷杜高犬	n. Argentine Dogo
阿桂	n. Agui
阿桑	n. Asang
阿梅尔湖白鲑	n. Ammer Lake whitefish
阿森松岛锯鳞鰕虎	n. Ascension Island goby
阿森纳	n. Arsenal
阿比银行	n. ABN AMRO Bank
阿氏新唇脂鲤	n. Ahl's tetra
阿氏歧须鮠	n. Ahl's catfish
阿氏毛腿夜鹰	n. Ahl's nightjar
阿氏炉眼鱼	n. Ahl's eelpout
阿氏角室茧蜂	n. Ahl's braconid
阿氏鞭冠鮟鱇	n. Ahl's anglerfish
阿沁	n. Aqin
阿沃尔骨尾鱼	n. Avol's bonefish
阿沛阿旺晋美	n. Ngapoi Ngawang Jigme
阿河	n. Ahe
阿法南方古猿	n. Australopithecus afarensis
阿法骨化醇	n. alfacalcidol
阿波	n. Awa
阿波罗	n. Apollo
阿泥湾宝螺	n. Aniwan cowrie
阿洛	n. Alo
阿洛西林	n. azlocillin
阿洛西林钠	n. Azlocillin sodium
阿洪口	n. Ahongkou
阿洪鲁库木乡	n. Ahonglukum Township
阿热勒镇	n. Arel Town
阿热吾斯塘乡	n. Arewusitang Township
阿焕鸭面	n. A Huan duck noodles
阿爸	n. dad
阿片中毒	n. opium poisoning
阿牛	n. A Niu
阿特休平鳍鮠	n. Ateshu flatfish
阿特拉托河长龟鲶	n. Atrato long-tailed catfish
阿特拉斯科普柯龙	n. Atlas Copco dragon
阿狸	n. Ali
阿玛	n. Amma
阿玛尼	n. Armani
阿瑟	n. Arthur
阿瓦提	n. Awat
阿瓦提农场	n. Awat Farm
阿登	n. Ardennes
阿登川下鱵鱼	n. Arden halfbeak
阿登省	n. Ardennes
阿登美洲石鱥	n. Arden shiner
阿祖桨鳍丽鱼	n. Azul paddlefin cichlid
阿福	n. Afu
阿秀乡	n. Axiu Township
阿科里乡	n. Akeli Township
阿穆	n. Amu
阿穆尔	n. Amur
阿穆尔毒蛾寄蝇	n. Amur tachinid fly
阿立哌唑	n. aripiprazole
阿立哌唑片	n. Aripiprazole tablets
阿童	n. Atom
阿童木	n. Astro Boy
阿笛	n. A Di
阿米	n. Ami
阿米三嗪萝巴新片	n. almitrine-raubasine tablets
阿米卡星	n. amikacin
阿米巴	n. amoeba
阿米巴性肝脓肿	n. amebic liver abscess
阿米巴肝脓肿	n. amebic liver abscess
阿米巴肺脓肿	n. amebic lung abscess
阿米替林	n. amitriptyline
阿米福汀	n. amifostine
阿糖胞苷	n. cytarabine
阿索乡	n. Asuo Township
阿纳姆墓蝙蝠	n. Arnhem tomb bat
阿纳库勒乡	n. Anakule Township
阿纳洛豆娘鱼	n. Analo damselfish
阿纳美洲鱥	n. Ana shiner
阿维拉	n. Avila
阿维食草美洲鱥	n. Avi herbivorous shiner
阿罗尼扬	n. Aronian
阿美族	n. Amis people
阿联酋	n. UAE
阿肯弹唱会	n. Aken singing festival
阿肯色州	n. Arkansas
阿肯色河美洲鱥	n. Arkansas River shiner
阿育王	n. Ashoka
阿胶	n. donkey-hide gelatin
阿胶三宝膏	n. Ejiao Sanbao Paste
阿胶养血膏	n. donkey-hide gelatin nourishing paste
阿胶养阴粥	n. Ejiao Yangyin Porridge
阿胶口服液	n. donkey-hide gelatin oral liquid
阿胶枣	n. donkey-hide gelatin jujube
阿胶牛肉汤	n. Ejiao Beef Soup
阿胶益寿晶	n. Ejiao Yishou Jing
阿胶胶囊	n. Ejiao capsules
阿胶补血膏	n. donkey-hide gelatin blood-tonic paste
阿胶颗粒	n. donkey-hide gelatin granules
阿芒	n. Amang
阿芒荫眼蝶	n. Amang ringlet
阿芒蒙	n. Amangmon
阿芙特短腺吸虫	n. Aft short-gland fluke
阿芬品梗	n. Affenpinscher
阿芬太尼	n. alfentanil
阿花	n. Ahua
阿苏卫	n. Asuwei
阿苯达唑	n. albendazole
阿苯达唑片	n. albendazole tablets
阿苯达唑颗粒	n. albendazole granules
阿英	n. Aying
阿莫氏副狮子鱼	n. Amos's snailfish
阿莫罗芬	n. Amorolfine
阿莫西林	n. amoxicillin
阿莫西林分散片	n. amoxicillin dispersible tablets
阿莫西林咀嚼片	n. amoxicillin chewable tablet
阿莫西林干混悬剂	n. Amoxicillin dry suspension
阿莫西林片	n. amoxicillin tablet
阿莫西林胶囊	n. amoxicillin capsules
阿莫西林钠	n. Amoxicillin sodium
阿莫西林颗粒	n. amoxicillin granules
阿萨姆三刺角蝉	n. Assam treehopper
阿萨姆尖粉蝶	n. Assam point butterfly
阿萨姆梢斑螟	n. Assam shoot borer
阿萨德	n. Assad
阿蒙	n. Amon
阿西乡	n. Axi Township
阿西茸乡	n. Axirong Township
阿西莫夫	n. Asimov
阿訇	n. imam
阿诗玛	n. Ashima
阿诺	n. Arnold
阿诺德	n. Arnold
阿诺德雅思笔螺	n. Arnold's mitre shell
阿诺氏歧须鮠	n. Arnold's catfish
阿谀	v. flatter
阿谀奉承	phr. flatter	phr. toady
阿谀逢迎	phr. flatter	phr. toady
阿贝尔	n. Abel
阿贝格	n. Abegg
阿贾克斯	n. Ajax
阿赫单爪螯蜂	n. Ach single-claw wasp
阿赫罗梅耶夫	n. Akhromeyev
阿辰	n. Achen
阿达	n. Ada
阿达帕林凝胶	n. adapalene gel
阿连德	n. Allende
阿迪	n. Adi
阿迪男	n. Adidas man
阿迪男孩	n. Adidas boy
阿速吉八	n. Asudjiba
阿道夫	n. Adolf
阿那托尔牧羊犬	n. Anatolian Shepherd Dog
阿那曲唑	n. Anastrozole
阿那马拉河纹胸鮡	n. Anamalai sucker catfish
阿部力	n. Abe Tsuyoshi
阿部宽	n. Abe Hiroshi
阿部相模肩灯鱼	n. Abe's lanternfish
阿部规秀	n. Abe Norihide
阿都拉	n. Abdullah
阿里	n. Ali
阿里云服务器	n. Alibaba Cloud server
阿里克谢	n. Alexei
阿里圭宝螺	n. cowrie
阿里地	n. Ali Di
阿里山	n. Alishan
阿里山夕尺蛾	n. moth
阿里山高山茶	n. Alishan high mountain tea
阿里山黄斑荫蝶	n. butterfly
阿里巴巴	n. Alibaba
阿里斯托芬	n. Aristophanes
阿里柯谢夫环海豹	n. seal
阿里汉	n. Arihan
阿里笔试	n. Alibaba written test
阿里聚安全	n. Alibaba Security
阿里郎	n. Arirang
阿钦安阿纳雨林	n. Atsinanana Rainforest
阿门	int. amen
阿门角石	n. Ammonite
阿阳	n. Ayong
阿陀	n. Ato
阿隆索	n. Alonso
阿雅	n. Aya
阿霉素	n. adriamycin
阿韦	n. Avey
阿韦讷	n. Avesnes
阿韦龙	n. Aveyron
阿韦龙省	n. Aveyron
阿须	n. Axu
阿须乡	n. Axu Township
阿飞	n. hooligan
阿马里尔多	n. Amarillo
阿马韦氏鰕虎鱼	n. goby
阿骨打	n. Aguda
阿魏化痞膏	n. Asafoetida Huapi Plaster
阿魏酸	n. ferulic acid
阿鲁啸鹟	n. whistler
阿鲁巴	n. Aruba
阿鲁巴岛响尾蛇	n. Aruba Island rattlesnake
阿鲁巴穴鸮	n. owl
阿黑皮素原	n. Proopiomelanocortin
阿默岛鹰鸮	n. owl
阿默里宝螺	n. cowrie
阿龙	n. Ah Long
陀	n. top
陀利	n. Tori
陀区	n. Tuoshan District
陀头庙村	n. Tuotou Miao Village
陀思妥耶夫斯基	n. Dostoevsky
陀罗	n. Dora
陀罗尼	n. dharani
陀罗尼经幢	n. dharani pillar
陀螺	n. spinning top
陀螺仪	n. gyroscope
陂	n. slope	n. bank
陂坑	n. Beikeng
陂头	n. dam head
陂洋	n. Beiyang
附	v. attach	v. add
附一医院	n. hospital
附上	v. attach
附中	n. affiliated school
附中操场	n. affiliated middle school playground
附二医	n. Second Affiliated Hospital
附件	n. attachment
附会	v. construe
附会汉法	phr. impose Chinese law
附体	v. possess
附分	n. attachment
附则	n. supplementary provisions
附加	v. attach
附加任务	n. additional task
附加剂	n. additive
附加备注	n. note
附加数据库	n. attach database
附加文档	n. attached document
附加残疾保险	n. supplementary disability insurance
附加税	n. surtax
附加费	n. surcharge
附加赛	n. playoff
附单	n. attached list
附后	v. attached below
附和	v. echo	v. second
附图	n. attached figure	n. illustration
附城	n. suburb
附城街道	n. Fucheng Street
附子	n. aconite root
附子理中丸	n. Fuzi Lizhong pills
附寄	v. enclose
附小	n. affiliated elementary school
附小操场	n. attached primary school playground
附属	v. affiliate
附属中学	n. affiliated middle school
附属于	v. affiliate with
附属医院	n. affiliated hospital
附属国	n. dependency
附属程序集	n. satellite assembly
附带	v. attach	v. accompany
附带民事诉讼案件	n. incidental civil action case
附带民事诉讼被告	n. defendant
附庸	n. vassal
附庸风雅	phr. pretend to be cultured
附录	n. appendix
附有	v. attach
附注	n. annotation
附白	n. postscript
附着	v. adhere
附着力	n. adhesion
附睾囊肿	n. epididymal cyst
附睾炎	n. epididymitis
附睾管	n. epididymal duct
附睾结核	n. epididymal tuberculosis
附笔	n. postscript
附红细胞体病	n. eperythrozoonosis
附耳	v. whisper in ear
附著	v. adhere
附表	n. attachment	n. schedule
附言	n. postscript
附认股权证公司债	n. bond
附议	v. second
附设	v. attach	v. affiliate
附赠	v. give as a gift
附赠式有奖销售	n. premium sales
附身	v. possess
附载	v. attach	v. load
附近	n. nearby
附近地区	n. surrounding area
附送	v. include as a gift
附院	n. affiliated hospital
际	n. occasion	n. border
际会	n. meeting
际元	n. Ji Yuan
际华集团	n. Jihua Group
际遇	n. fate
陆	n. land
陆上	n. land
陆东村	n. Ludong Village
陆丰华侨农场	n. Lufeng Overseas Chinese Farm
陆丰县	n. Lufeng County
陆丰市	n. Lufeng City
陆丹林	n. Lu Danlin
陆九渊	n. Lu Jiuyuan
陆九韶	n. Lu Jiushao
陆九龄	n. person
陆云	n. Lu Yun
陆云龙	n. Lu Yunlong
陆仁	n. Lu Ren
陆以湉	n. Lu Yitian
陆修静	n. Lu Xiujing
陆元琪	n. person
陆军	n. army
陆军官校	n. military academy
陆军少将	n. major general
陆凯	n. Lu Kai
陆卫明	n. Lu Weiming
陆原	n. Lu Yuan
陆友	n. Lu You
陆口	n. Lukou
陆地	n. land
陆地巡洋舰	n. Land Cruiser
陆地束带蛇	n. snake
陆地红蟹	n. land crab
陆圻	n. Lu Qi
陆坊	n. Lu Fang
陆培	n. Lu Pei
陆增	n. Lu Zeng
陆天尧	n. Lu Tianyao
陆天明	n. Lu Tianming
陆奥	n. Mutsu
陆奥鸡冠鳚	n. blenny
陆委	n. Mainland Affairs Council
陆委会	n. Mainland Affairs Council
陆婉珍	n. Lu Wanzhen
陆学艺	n. Lu Xueyi
陆完	n. Lu Wan
陆定一	n. Lu Dingyi
陆宝	n. Lu Bao
陆宣	n. Lu Xuan
陆家嘴	n. Lujiazui
陆家嘴地铁站	n. Lujiazui Metro Station
陆家嘴花园	n. Lujiazui Garden
陆家嘴路	n. road
陆家宅	n. Lujiazhai
陆家寨	n. Lujiazhai
陆家巷	n. Lujia Lane
陆家庄子	n. Lujiazhuangzi
陆家村	n. Lujia Village
陆家浜糖枣	n. Lujiabang candied dates
陆家浜路	n. Lujiabang Road
陆家湾村	n. Lujiawan Village
陆家窑	n. Lujiayao
陆家苑	n. Lujiayuan
陆家院子	n. Lujiayuanzi
陆容	n. Lu Rong
陆寄居蟹	n. land hermit crab
陆小凤	n. Lu Xiaofeng
陆小曼	n. Lu Xiaoman
陆岩	n. rock
陆峥嵘	n. Lu Zhengrong
陆嵩	n. Lu Song
陆川	n. Luchuan
陆巡	n. Land Cruiser
陆师	n. land force
陆师道	n. Lu Shidao
陆广	n. Lu Guang
陆庄	n. village
陆康	n. Lu Kang
陆廷灿	n. Lu Tingcan
陆徵祥	n. Lu Zhengxiang
陆德明	n. Lu Deming
陆心源	n. Lu Xinyuan
陆志安	n. person
陆怡	n. Lu Yi
陆恢	n. Lu Hui
陆慕镇	n. town
陆战	n. land warfare
陆战队	n. marines
陆抗	n. Lu Kang
陆文夫	n. Lu Wenfu
陆新之	n. person
陆新华	n. person
陆景	n. landscape
陆晶清	n. Lu Jingqing
陆机	n. Lu Ji
陆架短吻狮子鱼	n. snailfish
陆栖亚目	n. suborder
陆栖动物	n. terrestrial animal
陆桃泽蟹	n. crab
陆桥	n. land bridge
陆楷	n. Lu Kai
陆正	n. Lu Zheng
陆毅	n. Lu Yi
陆毛翅尺蛾	n. moth
陆河	n. Luhe
陆治	n. Lu Zhi
陆法言	n. person
陆洪	n. Lu Hong
陆洪涛	n. Lu Hongtao
陆浑	n. Luhun
陆海	n. land and sea
陆海空军刑法	n. Military Criminal Code
陆润庠	n. Lu Runxiang
陆深	n. Lu Shen
陆渠	n. Lu Qu
陆港	n. dry port
陆游	n. Lu You
陆灏	n. Lu Hao
陆灿	n. Lu Can
陆玑	n. Lu Ji
陆珍	n. treasure
陆琳	n. Lu Lin
陆生	n. land animal
陆生寄居蟹	n. land hermit crab
陆生植物	n. terrestrial plant
陆生脊椎动物	n. terrestrial vertebrate
陆生膜螈	n. salamander
陆皓东	n. Lu Haodong
陆禽	n. bird
陆秀夫	n. Lu Xiufu
陆稿荐卤肉	n. braised pork
陆空保险	n. air insurance
陆绩	n. Lu Ji
陆续	adv. one after another
陆羽	n. Lu Yu
陆耀	n. Lu Yao
陆耀遹	n. Lu Yaoyu
陆良县人民法院	n. Luliang County People's Court
陆良褐菌瓢虫	n. ladybug
陆良鲇鱼	n. Luliang catfish
陆艺	n. Lu Yi
陆英	n. Lu Ying
陆荣廷	n. Lu Rongting
陆蓉	n. Lu Rong
陆蟹	n. land crab
陆行	v. travel by land
陆行中学	n. school
陆行鲸	n. Ambulocetus
陆行鲸科	n. family
陆西星	n. Lu Xixing
陆记烫面炸糕	n. Lu's fried cake
陆费逵	n. Lu Feikui
陆贽	n. Lu Zhi
陆贾	n. Lu Jia
陆路	n. land route
陆运	n. land transport
陆逊	n. Lu Xun
陆道培	n. Lu Daopei
陆道淮	n. Lu Daohuai
陆采	n. Lu Cai
陆金	n. Lu Jin
陆钢	n. steel
陆锡熊	n. person
陆陆续续	adv. one after another
陆陇其	n. Lu Longqi
陆霸	n. Luba
陆靖	n. person
陆韬	n. Lu Tao
陆风新饰界	n. Landwind New Trim
陆风汽车	n. Landwind
陆风风华	n. Landwind Fenghua
陆马蜂	n. paper wasp
陆骏	n. Lu Jun
陆龟蒙	n. Lu Guimeng
陇	n. Long
陇东	n. eastern Gansu
陇东黑山羊	n. Longdong black goat
陇华	n. Longhua
陇南市	n. Longnan City
陇南桦蛾	n. Longnan birch moth
陇县马蹄酥	n. Longxian horseshoe pastry
陇塘村	n. Longtang Village
陇川	n. Longchuan
陇川小树蛙	n. Longchuan small tree frog
陇海	n. Longhai
陇海线	n. Longhai Line
陇海路街道	n. Longhai Road Subdistrict
陇海铁路	n. Longhai Railway
陇珠螨	n. mite
陇西	n. Longxi
陇西村	n. Longxi Village
陇西郡	n. Longxi Commandery
陇达	n. Longda
陈	n. Chen
陈丕显	n. Chen Pixian
陈世	n. Chen Shi
陈世倌	n. Chen Shiguan
陈世峰	n. Chen Shifeng
陈世昌	n. Chen Shichang
陈世杰	n. Chen Shijie
陈世益	n. Chen Shiyi
陈世美	n. Chen Shimei
陈东	n. Chen Dong
陈东坡	n. Chen Dongpo
陈东湖	n. Chen Donghu
陈严	n. Chen Yan
陈中伟	n. Chen Zhongwei
陈中凡	n. Chen Zhongfan
陈临新	n. Chen Linxin
陈丹赤	n. Chen Danchi
陈丹青	n. Chen Danqing
陈丽娜	n. Chen Lina
陈乃乾	n. Chen Naiqian
陈之平	n. Chen Zhiping
陈之遴	n. Chen Zhilin
陈乔	n. Chen Qiao
陈乔年	n. Chen Qiaonian
陈乔恩	n. Chen Qiaoen
陈云	n. Chen Yun
陈云峰	n. Chen Yunfeng
陈云裳	n. Chen Yunchang
陈亚军	n. Chen Yajun
陈亚宁	n. Chen Yaning
陈亚林	n. Chen Yalin
陈亮	n. Chen Liang
陈仁锡	n. Chen Renxi
陈仅	n. Chen Jin
陈介祺	n. Chen Jieqi
陈仓	n. Chencang
陈仙梅	n. Chen Xianmei
陈以诚	n. Chen Yicheng
陈仪	n. Chen Yi
陈伟	n. Chen Wei
陈伟明	n. Chen Weiming
陈伟林	n. Chen Weilin
陈伟霆	n. Chen Weiting
陈伟鸿	n. Chen Weihong
陈伯	n. Chen Bo
陈伯华	n. Chen Bohua
陈伯吹	n. Chen Bochui
陈伯宗	n. Chen Bozong
陈伯达	n. Chen Boda
陈伯陶	n. Chen Botao
陈作霖	n. Chen Zuolin
陈佩斯	n. Chen Peisi
陈佩骐	n. Chen Peiqi
陈依秋	n. Chen Yiqiu
陈俊	n. Chen Jun
陈俊峰	n. Chen Junfeng
陈俊平	n. Chen Junping
陈俞	n. Chen Yu
陈信安	n. Chen Xin'an
陈健	n. Chen Jian
陈元	n. Chen Yuan
陈元光	n. Chen Yuanguang
陈元安	n. Chen Yuan'an
陈元赟	n. Chen Yuanyun
陈充	n. Chen Chong
陈兆龙	n. Chen Zhaolong
陈先奎	n. Chen Xiankui
陈光	n. Chen Guang
陈光中	n. Chen Guangzhong
陈光祖	n. Chen Guangzu
陈克	n. Chen Ke
陈克非	n. Chen Kefei
陈公博	n. Chen Gongbo
陈公村	n. Chengong Village
陈兰	n. Chen Lan
陈兴华	n. Chen Xinghua
陈兴强	n. Chen Xingqiang
陈兴科	n. Chen Xingke
陈兵	v. deploy troops
陈其元	n. Chen Qiyuan
陈其学	n. Chen Qixue
陈其美	n. Chen Qimei
陈其迈	n. Chen Chi-mai
陈其采	n. Chen Qicai
陈兼	n. Chen Jian
陈农	n. Chen Nong
陈冠中	n. Chen Guanzhong
陈冠希	n. Edison Chen
陈冠英	n. Chen Guanying
陈冠霖	n. Chen Guanlin
陈冯富珍	n. Margaret Chan
陈冲	n. Joan Chen
陈凤林	n. Chen Fenglin
陈凯	n. Chen Kai
陈凯歌	n. Chen Kaige
陈函辉	n. Chen Hanhui
陈列	v. display
陈列馆	n. exhibition hall
陈功	n. Chen Gong
陈劲松	n. Chen Jinsong
陈勋	n. Chen Xun
陈化成	n. Chen Huacheng
陈千秋	n. Chen Qianqiu
陈华彬	n. Chen Huabin
陈卓	n. Chen Zhuo
陈南	n. Chen Nan
陈南村	n. Chennan Village
陈博生	n. Chen Bosheng
陈厚	n. Chen Hou
陈厝	n. Chencuo
陈原	n. Chen Yuan
陈去病	n. Chen Qubing
陈友谅	n. Chen Youliang
陈叔	n. Uncle Chen
陈叔宝	n. Chen Shubao
陈古镇	n. Chen Guzhen
陈司翰	n. Chen Sihan
陈各庄	n. Chengezhuang
陈合	n. Chen He
陈名夏	n. Chen Mingxia
陈后主	n. Chen Houzhu
陈君长	n. Chen Junchang
陈启	n. Chen Qi
陈启天	n. Chen Qitian
陈启明	n. Chen Qiming
陈吴	n. Chen Wu
陈吴乡	n. Chenwu Township
陈吾德	n. Chen Wude
陈周全	n. Chen Zhouquan
陈和	n. Chen He
陈和生	n. Chen Hesheng
陈哀公	n. Duke Ai of Chen
陈嘉	n. Chen Jia
陈嘉庚	n. Tan Kah Kee
陈嘉庚水母	n. Chen Jia Geng jellyfish
陈嘉桦	n. Chen Jiahua
陈嘉荣	n. Chen Jiarong
陈嘉谟	n. Chen Jiamo
陈嘉锐	n. Chen Jiarui
陈国	n. Chen state
陈国东	n. Chen Guodong
陈国栋	n. Chen Guodong
陈国顺	n. Chen Guoshun
陈圆圆	n. Chen Yuanyuan
陈坝	n. Chenba
陈坝村	n. Chenba Village
陈坤	n. Chen Kun
陈坪街道	n. Chenping Street
陈垣	n. Chen Yuan
陈垣崇	n. Chen Yuanchong
陈埭	n. Chendai
陈基	n. Chen Ji
陈塔村	n. Chen Ta Village
陈塘	n. Chen Tang
陈塘庄	n. Chentangzhuang
陈塘村	n. Chentang Village
陈墨	n. Chen Mo
陈墨香	n. Chen Moxiang
陈墩	n. Chendun
陈士元	n. Chen Shiyuan
陈士铎	n. Chen Shiduo
陈复	n. Chen Fu
陈大受	n. Chen Dashou
陈大悲	n. Chen Dabei
陈大献	n. Chen Daxian
陈大科	n. Chen Dake
陈大齐	n. Chen Daqi
陈天华	n. Chen Tianhua
陈天桥	n. Chen Tianqiao
陈天瑞	n. Chen Tianrui
陈天锡	n. Chen Tianxi
