# 由 qingjian-gloss-gen english 生成（LLM）：英文词的中文释义。词（小写）	[词性. ]释义	[词性. ]释义
a	一
vickie	n. 维姬
vicksburg	n. 维克斯堡
vicky	n. 维姬
victim	n. 受害者
victimization	n. 受害
victimized	v. 受害
victims	n. 受害者
victor	n. 胜利者
victoria	n. 维多利亚
victorian	adj. 维多利亚的
victorians	n. 维多利亚时代的人
victories	n. 胜利
victorious	adj. 胜利的
victors	n. 胜利者
victory	n. 胜利
vidal	n. 维达尔
video	n. 视频
videographer	n. 摄像师
videography	n. 摄像
videos	n. 视频
videotape	n. 录像带
videotaped	adj. 录像的
videotapes	n. 录像带
vids	n. 视频
vie	v. 竞争
vienna	n. 维也纳
viennese	adj. 维也纳的
vietnam	n. 越南
vietnamese	n. 越南人
view	n. 观点	n. 景色
viewable	adj. 可查看的
viewed	v. 查看
viewer	n. 观众
viewers	n. 观众
viewership	n. 收视率	n. 观众群
viewfinder	n. 取景器
viewing	n. 观看
viewings	n. 观看
viewlet	n. 视图小部件
viewpoint	n. 观点
viewpoints	n. 观点
viewport	n. 视口
views	n. 观点
vigil	n. 守夜
vigilance	n. 警惕
vigilant	adj. 警惕的
vigilante	n. 义务警员
vigilantes	n. 治安队员
vignette	n. 小插图
vignettes	n. 小插图
vigor	n. 活力
vigorous	adj. 有力的
vigorously	adv. 有力地
vigour	n. 活力
viking	n. 维京人
vikings	n. 维京人
vila	n. 维拉
vile	adj. 卑鄙
vilified	v. 诽谤	v. 中伤
villa	n. 别墅
village	n. 村庄
villager	n. 村民
villagers	n. 村民
villages	n. 村庄
villain	n. 恶棍	n. 反派
villainous	adj. 邪恶的
villains	n. 恶棍
villainy	n. 恶行
villarreal	n. 比利亚雷亚尔
villas	n. 别墅
vilnius	n. 维尔纽斯
vim	n. 活力
vinaigrette	n. 油醋汁
vince	n. 文斯
vincent	n. 文森特
vindicate	v. 证明
vindicated	v. 证明清白
vindication	n. 辩护
vindictive	adj. 报复性的
vine	n. 藤蔓	n. 葡萄树
vinegar	n. 醋
vines	n. 藤蔓
vineyard	n. 葡萄园
vineyards	n. 葡萄园
vino	n. 葡萄酒
vinson	n. 文森
vintage	adj. 复古的	adj. 老式的
vinyl	n. 乙烯基
viola	n. 中提琴
violate	v. 违反
violated	v. 违反
violates	v. 违反
violating	v. 违反	v. 侵犯
violation	n. 违反	n. 侵犯
violations	n. 违规
violators	n. 违规者
violence	n. 暴力
violent	adj. 暴力的
violently	adv. 猛烈
violet	n. 紫罗兰
violets	n. 紫罗兰
violin	n. 小提琴
violinist	n. 小提琴手
violins	n. 小提琴
vip	n. 贵宾
viper	n. 毒蛇
vipers	n. 毒蛇
vips	n. 贵宾
viral	adj. 病毒式
virgil	n. 维吉尔
virgin	n. 处女	n. 原始
virginia	n. 弗吉尼亚
virginian	n. 弗吉尼亚人
virginians	n. 弗吉尼亚人
virginity	n. 童贞
virgins	n. 处女
virgo	n. 处女座
virile	adj. 雄壮的	adj. 刚健的
virology	n. 病毒学
virtio	n. 虚拟IO
virtual	adj. 虚拟的
virtualization	n. 虚拟化
virtualizations	n. 虚拟化
virtualize	v. 虚拟化
virtualized	adj. 虚拟化的
virtualizer	n. 虚拟化器
virtualizing	v. 虚拟化
virtually	adv. 几乎	adv. 实际上
virtue	n. 美德
virtues	n. 美德
virtuosity	n. 精湛技艺
virtuoso	n. 大师
virtuous	adj. 有道德的
virulence	n. 毒性
virulent	adj. 剧毒的	adj. 恶性的
virus	n. 病毒
viruses	n. 病毒
visa	n. 签证
visage	n. 面容
visas	n. 签证
visceral	adj. 内脏的
viscosity	n. 黏性	n. 黏度
viscount	n. 子爵
viscous	adj. 黏稠的	adj. 粘性的
vise	n. 虎钳
vishing	n. 语音钓鱼
vishnu	n. 毗湿奴
visibility	n. 可见性
visible	adj. 可见的	adj. 明显的
visibly	adv. 明显地
vision	n. 视力
visionaries	n. 有远见的人
visionary	adj. 有远见的
visions	n. 愿景
visit	v. 访问	v. 参观
visitation	n. 探视
visited	v. 参观
visiting	v. 访问	v. 参观
visitor	n. 访客
visitors	n. 游客
visits	v. 访问
visor	n. 面罩
vista	n. 远景
vistas	n. 远景
visual	adj. 视觉的
visualisation	n. 可视化
visualise	v. 想象
visualization	n. 可视化
visualize	v. 想象
visualized	v. 可视化
visualizing	v. 可视化
visually	adv. 视觉上	adv. 外观上
visuals	n. 视觉资料
vita	n. 简历	n. 个人简介
vitae	n. 简历
vital	adj. 至关重要的
vitality	n. 活力
vitally	adv. 极其	adv. 至关重要地
vitals	n. 生命体征
vitamin	n. 维生素
vitamins	n. 维生素
vitess	n. Vitess
vito	n. 维托
vitriol	n. 硫酸盐	n. 尖刻
vitriolic	adj. 尖刻的
viva	int. 万岁
vivacious	adj. 活泼的	adj. 快活的
vivaldi	n. 维瓦尔第
vivian	n. 维维安
vivid	adj. 生动的
vividly	adv. 生动地
vivienne	n. 薇薇安
vixen	n. 雌狐	n. 泼妇
viz	adv. 即	adv. 也就是
vizier	n. 维齐尔
vj	n. 视频主持人
vlad	n. 弗拉德
vladimir	n. 弗拉基米尔
vladivostok	n. 符拉迪沃斯托克
vlan	n. 虚拟局域网
vlans	n. 虚拟局域网
vldb	n. 超大规模数据库
vlog	n. 视频博客
vlogs	n. 视频博客
vmclusterlb	n. VM集群负载均衡
vmdk	n. VMDK
vminsert	n. VM插入
vmkernel	n. VM内核
vmlinuz	n. 内核镜像
vmnic	n. 虚拟机网卡
vmomi	n. VMOMI
vmselect	n. VM选择器
vmstat	n. 虚拟内存统计
vmstorage	n. VM存储
vmtools	n. VM工具
vmtoolsd	n. VM工具守护进程
vmware	n. VMware
vmxnet	n. VMXNET
vnc	n. 虚拟网络计算
vnet	n. 虚拟网络
vocab	n. 词汇
vocabulary	n. 词汇
vocal	adj. 声音的
vocalist	n. 歌手
vocalists	n. 歌手
vocally	adv. 口头地
vocals	n. 声乐
vocation	n. 职业	n. 天职
vocational	adj. 职业的
vocations	n. 职业
vodka	n. 伏特加
vogue	n. 时尚
voice	n. 声音	n. 嗓音
voiced	v. 表达
voiceless	adj. 无声的
voicemail	n. 语音信箱
voicemails	n. 语音邮件
voices	n. 声音
voicing	n. 发声
void	n. 空白	n. 空虚
voided	adj. 无效的
voids	n. 空隙
voip	n. 网络电话
volatile	adj. 易变的	adj. 挥发性的
volatility	n. 波动性
volcanic	adj. 火山的
volcano	n. 火山
volcanoes	n. 火山
voldemort	n. 伏地魔
vole	n. 田鼠
volga	n. 伏尔加
volgograd	n. 伏尔加格勒
volition	n. 意志
volkswagen	n. 大众
volley	n. 齐射
volleyball	n. 排球
volleys	n. 齐射
vols	n. 卷
volt	n. 伏特
volta	n. 伏打
voltage	n. 电压
voltages	n. 电压
voltaire	n. 伏尔泰
volts	n. 伏特
volume	n. 音量
volumes	n. 卷
volumetric	adj. 体积的
voluminous	adj. 大量的
voluntarily	adv. 自愿地
voluntary	adj. 自愿的
volunteer	n. 志愿者
volunteered	v. 自愿
volunteering	n. 志愿服务
volunteers	n. 志愿者
voluptuous	adj. 丰满的
volvo	n. 沃尔沃
vomit	v. 呕吐
vomited	v. 呕吐
vomiting	v. 呕吐
vonnegut	n. 冯内古特
voodoo	n. 伏都教
voracious	adj. 贪婪的
vortex	n. 漩涡
vote	n. 投票
voted	v. 投票
voter	n. 选民
voters	n. 选民
votes	n. 选票
voting	v. 投票
votive	adj. 还愿的
vouch	v. 担保	v. 证明
voucher	n. 代金券
vouchers	n. 代金券
vow	n. 誓言
vowed	v. 发誓
vowel	n. 元音
vowels	n. 元音
vowing	v. 发誓	v. 立誓
vows	n. 誓言
voxel	n. 体素
voxels	n. 体素
voyage	n. 航行	n. 旅程
voyager	n. 航海者
voyages	n. 航行
voyeur	n. 偷窥者	n. 窥淫癖者
vp	n. 副总裁
vpn	n. 虚拟专用网
vps	n. 虚拟专用服务器
vram	n. 显存
vroom	int. 呜呜
vsan	n. 虚拟SAN
vsce	n. VSCE
vscode	n. VS Code
vscodium	n. VSCodium
vscroll	n. 垂直滚动
vsliveshare	n. VS 实时共享
vsmarketplacebadge	n. VS市场徽章
vsphere	n. vSphere
vswitch	n. 虚拟交换机
vt	n. 佛蒙特州
vuitton	n. 威登
vulcan	n. 瓦肯
vulgar	adj. 粗俗的
vulgarity	n. 粗俗
vulkan	n. Vulkan
vuln	n. 漏洞
vulnerabilities	n. 漏洞
vulnerability	n. 脆弱性	n. 漏洞
vulnerable	adj. 脆弱
vulture	n. 秃鹫
vultures	n. 秃鹫
vulva	n. 外阴
vxlan	n. VXLAN
vyatta	n. Vyatta
vying	v. 竞争
vyos	n. VyOS
w	n. 西
wa	n. 华盛顿州
wabash	n. 沃巴什
wac	n. 女子陆军军团
wack	adj. 差劲的
wacky	adj. 古怪的
waco	n. 韦科
wad	n. 团	n. 块
waddle	v. 蹒跚
wade	v. 涉水
waded	v. 涉水
wadi	n. 干谷
wading	v. 涉水
wafer	n. 晶圆	n. 薄饼
wafers	n. 晶圆
waffle	n. 华夫饼
waffles	n. 华夫饼
wag	v. 摇摆
wage	n. 工资
waged	v. 发动	v. 进行
wagent	n. WAgent
wager	n. 赌注
wagering	v. 打赌
wagers	n. 赌注
wages	n. 工资
wagging	v. 摇摆
waging	v. 发动
wagner	n. 瓦格纳
wagon	n. 马车
wagons	n. 货车
wags	v. 摇摆
waikiki	n. 威基基
wail	v. 哀号
wailing	n. 哀号
wainwright	n. 车匠
waist	n. 腰	n. 腰部
waistband	n. 腰带
waistcoat	n. 马甲
waistline	n. 腰围
wait	v. 等待
waite	n. 韦特
waited	v. 等待
waiter	n. 服务员
waiters	n. 服务员
waitfor	v. 等待
waiting	v. 等待
waitress	n. 女服务员
waitresses	n. 女服务员
waits	v. 等待
waituntil	v. 等待直到
waive	v. 放弃
waived	v. 放弃
waiver	n. 豁免
waivers	n. 弃权书
waiving	v. 放弃
wake	v. 醒来
wakes	v. 醒来	v. 唤醒
waking	adj. 醒着的
wald	n. 森林
walden	n. 瓦尔登
waldo	n. 沃尔多
waldorf	n. 华尔道夫
wale	n. 隆脊
wales	n. 威尔士
walgreens	n. 沃尔格林
walk	v. 走	v. 步行
walkable	adj. 可步行的
walkabout	n. 徒步旅行
walked	v. 走
walker	n. 步行者
walkers	n. 步行者	n. 助行器
walking	v. 走路
walkman	n. 随身听
walkout	n. 罢工
walks	v. 行走
walkthrough	n. 演练
walkthroughs	n. 攻略
walkway	n. 走道
walkways	n. 人行道
wall	n. 墙
wallabies	n. 小袋鼠
wallaby	n. 小袋鼠
wallace	n. 华莱士
walled	adj. 有墙
waller	n. 沃勒
wallet	n. 钱包
wallets	n. 钱包
walleye	n. 斜视
wallflower	n. 壁花
walling	n. 筑墙
wallis	n. 沃利斯
wallop	v. 痛打
wallow	v. 打滚
wallowing	v. 沉溺
wallpaper	n. 壁纸
wallpapers	n. 壁纸
walls	n. 墙壁
wally	n. 笨蛋
walmart	n. 沃尔玛
walnut	n. 核桃
walnuts	n. 核桃
walpole	n. 沃波尔
walrus	n. 海象
walsh	n. 沃尔什
walt	n. 沃尔特
walter	n. 沃尔特
walters	n. 沃尔特斯
walton	n. 沃尔顿
waltz	n. 华尔兹
wan	adj. 苍白的
wand	n. 魔杖
wanda	n. 旺达
wander	v. 漫步
wandered	v. 漫步
wanderer	n. 流浪者
wanderers	n. 流浪者
wandering	adj. 漫游的
wanderlust	n. 旅行癖
wanders	v. 漫步
wands	n. 魔杖
wane	v. 衰退
waned	v. 减弱
wang	n. 王
waning	v. 减弱	v. 衰退
wank	v. 手淫	v. 自慰
wanker	n. 手淫者	n. 混蛋
wankers	n. 混蛋
wanking	n. 手淫
wanna	v. 想要
wannabe	n. 模仿者
wannabes	n. 崇拜者
want	v. 想要
wanted	v. 想要
wanting	adj. 缺乏的
wanton	adj. 肆意
wants	v. 想要
wap	n. 无线应用协议
war	n. 战争
warbler	n. 莺
ward	n. 病房	n. 区
warden	n. 看守
wardens	n. 看守人
wardrobe	n. 衣柜
wardrobes	n. 衣柜
wards	n. 病房
ware	n. 器皿	n. 制品
warehouse	n. 仓库
warehouses	n. 仓库
warehousing	n. 仓储
wares	n. 商品
warfare	n. 战争
warfarin	n. 华法林
warhead	n. 弹头
warheads	n. 弹头
warhol	n. 沃霍尔
waring	n. 韦林
warlike	adj. 好战的	adj. 军事的
warlock	n. 男巫
warlord	n. 军阀
warlords	n. 军阀
warm	adj. 温暖的
warmed	adj. 温暖的
warmer	n. 加热器
warmers	n. 保暖器
warmest	adj. 最温暖的
warming	n. 变暖
warmly	adv. 温暖地
warms	v. 使暖和
warmth	n. 温暖
warn	v. 警告
warned	v. 警告
warner	n. 华纳
warning	n. 警告
warnings	n. 警告
warns	v. 警告
warp	v. 弯曲
warped	adj. 弯曲的	adj. 扭曲的
warping	n. 翘曲
warplanes	n. 军用飞机
warrant	n. 授权	n. 令状
warranted	adj. 正当的
warranties	n. 保修
warrantless	adj. 无授权的
warrants	n. 认股权证	n. 逮捕令
warranty	n. 保修	n. 担保
warren	n. 沃伦
warring	adj. 交战的
warrior	n. 战士
warriors	n. 战士
wars	n. 战争
warsaw	n. 华沙
warship	n. 军舰
warships	n. 军舰
wart	n. 疣
wartime	n. 战时
warts	n. 疣
warwick	n. 沃里克
wary	adj. 警惕的
was	v. 是
wasabi	n. 芥末
wash	v. 洗
washable	adj. 可水洗的
washed	v. 洗
washer	n. 洗衣机
washers	n. 垫圈
washes	v. 洗
washing	n. 洗涤
washington	n. 华盛顿
washout	n. 失败者
washroom	n. 洗手间
washy	adj. 淡的
wasp	n. 黄蜂
wasps	n. 黄蜂
wastage	n. 浪费
waste	n. 浪费	n. 废物
wasted	adj. 浪费的
wasteful	adj. 浪费的
wasteland	n. 荒地
wastes	v. 浪费
wastewater	n. 废水
wasting	v. 浪费
watch	v. 观看
watchable	adj. 值得看的
watchdog	n. 看门狗	n. 监督者
watchdogs	n. 监督者
watched	v. 观看
watcher	n. 观察者
watchers	n. 观察者
watches	n. 手表
watchful	adj. 警惕的
watching	v. 观看
watchmaker	n. 钟表匠
watchman	n. 看守人
watchmen	n. 守望者	n. 警卫
watchr	n. Watchr
watchtower	n. 瞭望塔
water	n. 水
waterboarding	n. 水刑
waterbury	n. 沃特伯里
watercolor	n. 水彩
watercolors	n. 水彩画	n. 水彩颜料
watercolour	n. 水彩
watercolours	n. 水彩画
watercraft	n. 船只
watered	adj. 浇水的
waterfall	n. 瀑布
waterfalls	n. 瀑布
waterford	n. 沃特福德
waterfowl	n. 水鸟
waterfront	n. 滨水区	n. 码头区
watergate	n. 水门
watering	n. 浇水
waterline	n. 吃水线
waterlogged	adj. 浸水的
waterloo	n. 滑铁卢
watermark	n. 水印
watermelon	n. 西瓜
watermelons	n. 西瓜
waterproof	adj. 防水
waterproofing	n. 防水
waters	n. 水域
watershed	n. 分水岭
watersheds	n. 分水岭	n. 转折点
waterside	n. 水边
watertight	adj. 防水的
watertown	n. 沃特敦
waterway	n. 水道
waterways	n. 水道
waterworks	n. 供水系统
watery	adj. 水的	adj. 稀薄的
watkins	n. 沃特金斯
watson	n. 沃森
watt	n. 瓦特
wattage	n. 瓦数
wattle	n. 编条
watts	n. 瓦特
waugh	n. 沃
wave	n. 波浪
waved	v. 挥手
waveform	n. 波形
waveforms	n. 波形
wavelength	n. 波长
wavelengths	n. 波长
waver	v. 动摇
wavered	v. 动摇
wavering	adj. 犹豫的
waves	n. 波浪
waving	v. 挥手
wavy	adj. 波浪形的
wax	n. 蜡
waxed	adj. 打蜡的
waxes	v. 打蜡
waxing	n. 打蜡
waxy	adj. 蜡质的
way	n. 方法	n. 路
wayland	n. 韦兰
wayne	n. 韦恩
waypoint	n. 航点
waypoints	n. 航点
ways	n. 方法	n. 道路
wayside	n. 路边
wayward	adj. 任性的
wc	n. 厕所
wcs	n. 厕所
we	pron. 我们
weak	adj. 弱的
weaken	v. 削弱
weakened	adj. 削弱的
weakening	n. 削弱
weakens	v. 削弱
weaker	adj. 更弱的
weakest	adj. 最弱的
weakly	adv. 虚弱地
weakness	n. 弱点
weaknesses	n. 弱点
wealth	n. 财富
wealthier	adj. 更富有的
wealthiest	adj. 最富有的
wealthy	adj. 富有
wean	v. 断奶
weaned	v. 断奶	v. 戒除
weaning	n. 断奶
weapon	n. 武器
weaponized	v. 武器化
weaponry	n. 武器
weapons	n. 武器
wear	v. 穿	v. 戴
wearable	adj. 可穿戴的
wearer	n. 穿戴者
wearers	n. 穿戴者
weariness	n. 疲倦
wearing	v. 穿着
wears	v. 穿
weary	adj. 疲倦的
weasel	n. 鼬鼠	n. 黄鼠狼
weasels	n. 鼬鼠
weather	n. 天气
weathered	adj. 风化的	adj. 饱经风霜的
weathering	n. 风化
weatherman	n. 天气预报员
weathers	v. 经受	v. 风化
weave	v. 编织
weaved	v. 编织
weaver	n. 织布工
weavers	n. 织工
weaves	v. 编织
weaving	n. 编织
web	n. 网络
webapp	n. Web应用
webb	n. 韦伯
webbed	adj. 有蹼的
webbing	n. 织带
webcam	n. 网络摄像头
webcams	n. 网络摄像头
webcast	n. 网络直播
webdings	n. Webdings
webdriver	n. Web驱动
webdrivers	n. Web驱动
weber	n. 韦伯
webextensions	n. Web扩展
webfont	n. Web字体
webhook	n. Web钩子
webinar	n. 网络研讨会
webinars	n. 网络研讨会
webindex	n. 网页索引
webindexfile	n. 网页索引文件
webjs	n. WebJS
webkit	n. WebKit
weblog	n. 博客
webpack	n. webpack
webs	n. 网	n. 网络
webserver	n. Web服务器
website	n. 网站
websites	n. 网站
webster	n. 韦伯斯特
webview	n. 网页视图
webviews	n. Web视图
wed	v. 结婚
wedded	adj. 已婚的
wedding	n. 婚礼
weddings	n. 婚礼
wedge	n. 楔子
wedged	adj. 楔形的
wedges	n. 楔子
wedgwood	n. 韦奇伍德
wedlock	n. 婚姻
wednesday	n. 星期三
wednesdays	n. 周三
weds	v. 结婚
wee	adj. 小
weed	n. 杂草
weeding	n. 除草
weeds	n. 杂草
week	n. 星期
weekday	n. 工作日
weekdays	n. 工作日
weekend	n. 周末
weekends	n. 周末
weekly	adj. 每周的
weeknight	n. 工作日夜晚
weeks	n. 周
ween	v. 以为
weenie	n. 懦夫
weep	v. 哭泣
weeping	v. 哭泣
weeps	v. 哭泣
weevil	n. 象鼻虫
wehrmacht	n. 德国国防军
wei	n. 魏
weigh	v. 称重
weighed	v. 称重
weighing	n. 称重
weighs	v. 称重	v. 权衡
weight	n. 重量
weighted	adj. 加权的	adj. 加重的
weighting	n. 加权
weightless	adj. 失重的
weightlifting	n. 举重
weights	n. 重量
weighty	adj. 沉重的
weill	n. 魏尔
weinberg	n. 温伯格
weir	n. 堰	n. 水坝
weird	adj. 奇怪的
weirder	adj. 更怪异
weirdest	adj. 最古怪的
weirdly	adv. 奇怪地
weirdness	n. 怪异
weirdo	n. 怪人
weirdos	n. 怪人
weiss	n. 韦斯
welch	n. 韦尔奇
welcome	v. 欢迎
welcomed	v. 欢迎
welcomes	v. 欢迎
welcoming	adj. 欢迎的
weld	v. 焊接
welded	v. 焊接
welder	n. 焊工
welders	n. 焊工
welding	n. 焊接
weldon	n. 韦尔登
welds	v. 焊接
welfare	n. 福利
well	adv. 好	adv. 很好地
weller	n. 韦勒
welles	n. 威尔斯
welling	n. 涌出
wellington	n. 惠灵顿
wellknown	adj. 众所周知的
wellness	n. 健康
wells	n. 井
welsh	adj. 威尔士的
welshman	n. 威尔士人
welt	n. 鞭痕
welterweight	n. 次中量级
wen	n. 粉瘤
wench	n. 少妇
wendell	n. 温德尔
wendy	n. 温迪
went	v. 去
wept	v. 哭泣
were	v. 是
werewolf	n. 狼人
werewolves	n. 狼人
wesley	n. 韦斯利
wesleyan	adj. 卫斯理宗的
wessex	n. 威塞克斯
wesson	n. 韦森
west	n. 西
westbound	adj. 西行的
westerly	adj. 西的
western	adj. 西方的
westerner	n. 西方人
westerners	n. 西方人
westerns	n. 西部片
westinghouse	n. 西屋
westminster	n. 威斯敏斯特
weston	n. 韦斯顿
westphalia	n. 威斯特伐利亚
westward	adv. 向西
westwards	adv. 向西
wet	adj. 湿的
wetland	n. 湿地
wetlands	n. 湿地
wetness	n. 潮湿
wetsuit	n. 潜水服
wetter	adj. 更湿的
wettest	adj. 最湿的
wetting	n. 润湿
wget	n. wget
whack	v. 重打
whacked	adj. 疲惫的
whacking	adj. 巨大的
whale	n. 鲸
whalers	n. 捕鲸船
whales	n. 鲸鱼
whaling	n. 捕鲸
wham	int. 砰
whammy	n. 打击	n. 晦气
wharf	n. 码头
wharton	n. 沃顿
wharves	n. 码头
what	pron. 什么
whatever	pron. 无论什么
whatnot	n. 诸如此类
whatsoever	pron. 无论什么
whatwg	n. WHATWG
wheat	n. 小麦
wheel	n. 轮子
wheelbarrow	n. 独轮车
wheelbase	n. 轴距
wheelchair	n. 轮椅
wheelchairs	n. 轮椅
wheeled	adj. 有轮的
wheeler	n. 惠勒
wheelhouse	n. 驾驶室
wheelie	n. 翘头
wheeling	n. 旋转
wheels	n. 轮子
wheezing	v. 喘息
when	adv. 何时
whence	adv. 从何处
whenever	conj. 每当
where	adv. 哪里
whereabouts	n. 下落
whereas	conj. 然而
whereby	adv. 借此
wherefore	adv. 为何
wherein	adv. 其中
wheres	n. 何处
whereupon	conj. 于是
wherever	conj. 无论哪里
wherewithal	n. 资金
whet	v. 磨	v. 刺激
whether	conj. 是否
whew	int. 唷
whey	n. 乳清
which	pron. 哪个
whichever	pron. 无论哪个
whiff	n. 气味
whig	n. 辉格党
whigs	n. 辉格党
while	conj. 当	conj. 而
whilst	conj. 当...时
whim	n. 一时兴起
whimper	v. 呜咽
whimpering	v. 呜咽
whims	n. 奇想	n. 怪念头
whimsical	adj. 古怪的	adj. 异想天开的
whimsy	n. 奇想
whine	v. 抱怨
whined	v. 抱怨
whines	v. 抱怨	v. 哀鸣
whining	n. 抱怨	n. 哀鸣
whiny	adj. 抱怨的	adj. 哀鸣的
whip	n. 鞭子
whiplash	n. 鞭打
whipped	v. 鞭打	v. 搅打
whipping	n. 鞭打
whipple	n. 惠普尔
whips	n. 鞭子
whirl	v. 旋转
whirling	adj. 旋转的
whirlpool	n. 漩涡
whirlwind	n. 旋风
whisk	v. 搅拌
whisked	v. 搅拌
whisker	n. 胡须
whiskers	n. 胡须
whiskey	n. 威士忌
whiskies	n. 威士忌
whisky	n. 威士忌
whisper	v. 低语
whispered	v. 低语	v. 耳语
whisperer	n. 耳语者
whispering	v. 低语
whispers	n. 低语
whistle	n. 哨子	n. 口哨
whistled	v. 吹口哨
whistler	n. 惠斯勒
whistles	n. 口哨
whistling	n. 吹口哨
whit	n. 一点点
whitaker	n. 惠特克
white	adj. 白色的
whiteboard	n. 白板
whitefish	n. 白鱼
whitehall	n. 白厅
whitehead	n. 怀特海
whiteley	n. 怀特利
whitelist	n. 白名单
whitelisted	adj. 白名单
whitelisting	n. 白名单
whitelists	n. 白名单
whiteness	n. 白色
whitening	n. 美白
whitepaper	n. 白皮书
whitepapers	n. 白皮书
whiter	adj. 更白的
whites	n. 白人
whitespace	n. 空白字符
whitespaces	n. 空白字符
